 sales ,date,region
" $1,788.00 ",08/02/2019,west
" $1,779.00 ",09/02/2019,north
" $1,665.00 ",09/02/2019,south
" $1,605.00 ",09/02/2019,east
" $1,641.00 ",09/02/2019,west
" $1,725.00 ",10/02/2019,north
" $1,611.00 ",10/02/2019,south
" $1,560.00 ",10/02/2019,east
" $1,575.00 ",10/02/2019,west
" $1,563.00 ",11/02/2019,north
" $1,773.00 ",11/02/2019,south
" $1,536.00 ",11/02/2019,east
" $1,551.00 ",11/02/2019,west
" $1,572.00 ",12/02/2019,north
" $1,608.00 ",12/02/2019,south
" $1,752.00 ",12/02/2019,east
" $1,734.00 ",12/02/2019,west
" $1,686.00 ",13/02/2019,north
" $1,782.00 ",13/02/2019,south
" $1,500.00 ",13/02/2019,east
" $1,731.00 ",13/02/2019,west
" $1,725.00 ",14/02/2019,north
" $1,578.00 ",14/02/2019,south
" $1,560.00 ",14/02/2019,east
" $1,644.00 ",14/02/2019,west
" $1,566.00 ",15/02/2019,north
" $1,584.00 ",15/02/2019,south
" $1,695.00 ",15/02/2019,east
" $1,734.00 ",15/02/2019,west
" $1,794.00 ",16/02/2019,north
" $1,731.00 ",16/02/2019,south
" $1,674.00 ",16/02/2019,east
" $1,599.00 ",16/02/2019,west
" $1,512.00 ",17/02/2019,north
" $1,653.00 ",17/02/2019,south
" $1,722.00 ",17/02/2019,east
" $1,641.00 ",17/02/2019,west
" $1,695.00 ",18/02/2019,north
" $1,749.00 ",18/02/2019,south
" $1,728.00 ",18/02/2019,east
" $1,764.00 ",18/02/2019,west
" $1,716.00 ",19/02/2019,north
" $1,599.00 ",19/02/2019,south
" $1,596.00 ",19/02/2019,east
" $1,644.00 ",19/02/2019,west
" $1,740.00 ",20/02/2019,north
" $1,641.00 ",20/02/2019,south
" $1,566.00 ",20/02/2019,east
" $1,656.00 ",20/02/2019,west
" $1,599.00 ",21/02/2019,north
" $1,725.00 ",21/02/2019,south
" $1,731.00 ",21/02/2019,east
" $1,719.00 ",21/02/2019,west
" $1,770.00 ",22/02/2019,north
" $1,794.00 ",22/02/2019,south
" $1,725.00 ",22/02/2019,east
" $1,713.00 ",22/02/2019,west
" $1,599.00 ",23/02/2019,north
" $1,743.00 ",23/02/2019,south
" $1,518.00 ",23/02/2019,east
" $1,614.00 ",23/02/2019,west
" $1,692.00 ",24/02/2019,north
" $1,755.00 ",24/02/2019,south
" $1,653.00 ",24/02/2019,east
" $1,524.00 ",24/02/2019,west
" $1,635.00 ",25/02/2019,north
" $1,734.00 ",25/02/2019,south
" $1,713.00 ",25/02/2019,east
" $1,578.00 ",25/02/2019,west
" $1,566.00 ",26/02/2019,north
" $1,653.00 ",26/02/2019,south
" $1,506.00 ",26/02/2019,east
" $1,656.00 ",26/02/2019,west
" $1,593.00 ",27/02/2019,north
" $1,545.00 ",27/02/2019,south
" $1,734.00 ",27/02/2019,east
" $1,635.00 ",27/02/2019,west
" $1,710.00 ",28/02/2019,north
" $1,569.00 ",28/02/2019,south
" $1,731.00 ",28/02/2019,east
" $1,599.00 ",28/02/2019,west
" $1,593.00 ",01/03/2019,north
" $1,707.00 ",01/03/2019,south
" $1,638.00 ",01/03/2019,east
" $1,539.00 ",01/03/2019,west
" $1,782.00 ",02/03/2019,north
" $1,794.00 ",02/03/2019,south
" $1,608.00 ",02/03/2019,east
" $1,689.00 ",02/03/2019,west
" $1,698.00 ",03/03/2019,north
" $1,518.00 ",03/03/2019,south
" $1,593.00 ",03/03/2019,east
" $1,611.00 ",03/03/2019,west
" $1,587.00 ",04/03/2019,north
" $1,686.00 ",04/03/2019,south
" $1,518.00 ",04/03/2019,east
" $1,632.00 ",04/03/2019,west
" $1,566.00 ",05/03/2019,north
" $1,569.00 ",05/03/2019,south
" $1,743.00 ",05/03/2019,east
" $1,557.00 ",05/03/2019,west
" $1,746.00 ",06/03/2019,north
" $1,662.00 ",06/03/2019,south
" $1,674.00 ",06/03/2019,east
" $1,608.00 ",06/03/2019,west
" $1,551.00 ",07/03/2019,north
" $1,581.00 ",07/03/2019,south
" $1,560.00 ",07/03/2019,east
" $1,674.00 ",07/03/2019,west
" $1,521.00 ",08/03/2019,north
" $1,782.00 ",08/03/2019,south
" $1,617.00 ",08/03/2019,east
" $1,797.00 ",08/03/2019,west
" $1,533.00 ",09/03/2019,north
" $1,749.00 ",09/03/2019,south
" $1,656.00 ",09/03/2019,east
" $1,644.00 ",09/03/2019,west
" $1,545.00 ",10/03/2019,north
" $1,776.00 ",10/03/2019,south
" $1,650.00 ",10/03/2019,east
" $1,737.00 ",10/03/2019,west
" $1,659.00 ",11/03/2019,north
" $1,722.00 ",11/03/2019,south
" $1,689.00 ",11/03/2019,east
" $1,692.00 ",11/03/2019,west
" $1,518.00 ",12/03/2019,north
" $1,581.00 ",12/03/2019,south
" $1,626.00 ",12/03/2019,east
" $1,668.00 ",12/03/2019,west
" $1,524.00 ",13/03/2019,north
" $1,797.00 ",13/03/2019,south
" $1,542.00 ",13/03/2019,east
" $1,653.00 ",13/03/2019,west
" $1,677.00 ",14/03/2019,north
" $1,524.00 ",14/03/2019,south
" $1,692.00 ",14/03/2019,east
" $1,704.00 ",14/03/2019,west
" $1,647.00 ",15/03/2019,north
" $1,671.00 ",15/03/2019,south
" $1,563.00 ",15/03/2019,east
" $1,650.00 ",15/03/2019,west
" $1,563.00 ",16/03/2019,north
" $1,680.00 ",16/03/2019,south
" $1,728.00 ",16/03/2019,east
" $1,680.00 ",16/03/2019,west
" $1,683.00 ",17/03/2019,north
" $1,638.00 ",17/03/2019,south
" $1,545.00 ",17/03/2019,east
" $1,671.00 ",17/03/2019,west
" $1,701.00 ",18/03/2019,north
" $1,515.00 ",18/03/2019,south
" $1,764.00 ",18/03/2019,east
" $1,668.00 ",18/03/2019,west
" $1,677.00 ",19/03/2019,north
" $1,752.00 ",19/03/2019,south
" $1,635.00 ",19/03/2019,east
" $1,605.00 ",19/03/2019,west
" $1,635.00 ",20/03/2019,north
" $1,596.00 ",20/03/2019,south
" $1,608.00 ",20/03/2019,east
" $1,779.00 ",20/03/2019,west
" $1,776.00 ",21/03/2019,north
" $1,635.00 ",21/03/2019,south
" $1,791.00 ",21/03/2019,east
" $1,779.00 ",21/03/2019,west
" $1,746.00 ",22/03/2019,north
" $1,545.00 ",22/03/2019,south
" $1,767.00 ",22/03/2019,east
" $1,731.00 ",22/03/2019,west
" $1,734.00 ",23/03/2019,north
" $1,509.00 ",23/03/2019,south
" $1,686.00 ",23/03/2019,east
" $1,797.00 ",23/03/2019,west
" $1,566.00 ",24/03/2019,north
" $1,557.00 ",24/03/2019,south
" $1,797.00 ",24/03/2019,east
" $1,755.00 ",24/03/2019,west
" $1,650.00 ",25/03/2019,north
" $1,500.00 ",25/03/2019,south
" $1,554.00 ",25/03/2019,east
" $1,734.00 ",25/03/2019,west
" $1,701.00 ",26/03/2019,north
" $1,782.00 ",26/03/2019,south
" $1,797.00 ",26/03/2019,east
" $1,557.00 ",26/03/2019,west
" $1,668.00 ",27/03/2019,north
" $1,575.00 ",27/03/2019,south
" $1,608.00 ",27/03/2019,east
" $1,527.00 ",27/03/2019,west
" $1,518.00 ",28/03/2019,north
" $1,509.00 ",28/03/2019,south
" $1,767.00 ",28/03/2019,east
" $1,557.00 ",28/03/2019,west
" $1,605.00 ",29/03/2019,north
" $1,686.00 ",29/03/2019,south
" $1,656.00 ",29/03/2019,east
" $1,653.00 ",29/03/2019,west
" $1,722.00 ",30/03/2019,north
" $1,593.00 ",30/03/2019,south
" $1,557.00 ",30/03/2019,east
" $1,710.00 ",30/03/2019,west
" $1,785.00 ",31/03/2019,north
" $1,710.00 ",31/03/2019,south
" $1,653.00 ",31/03/2019,east
" $1,572.00 ",31/03/2019,west
" $1,512.00 ",01/04/2019,north
" $1,794.00 ",01/04/2019,south
" $1,569.00 ",01/04/2019,east
" $1,608.00 ",01/04/2019,west
" $1,623.00 ",02/04/2019,north
" $1,791.00 ",02/04/2019,south
" $1,785.00 ",02/04/2019,east
" $1,629.00 ",02/04/2019,west
" $1,539.00 ",03/04/2019,north
" $1,626.00 ",03/04/2019,south
" $1,695.00 ",03/04/2019,east
" $1,518.00 ",03/04/2019,west
" $1,530.00 ",04/04/2019,north
" $1,683.00 ",04/04/2019,south
" $1,662.00 ",04/04/2019,east
" $1,632.00 ",04/04/2019,west
" $1,614.00 ",05/04/2019,north
" $1,605.00 ",05/04/2019,south
" $1,662.00 ",05/04/2019,east
" $1,713.00 ",05/04/2019,west
" $1,749.00 ",06/04/2019,north
" $1,713.00 ",06/04/2019,south
" $1,716.00 ",06/04/2019,east
" $1,557.00 ",06/04/2019,west
" $1,605.00 ",07/04/2019,north
" $1,635.00 ",07/04/2019,south
" $1,518.00 ",07/04/2019,east
" $1,632.00 ",07/04/2019,west
" $1,713.00 ",08/04/2019,north
" $1,779.00 ",08/04/2019,south
" $1,743.00 ",08/04/2019,east
" $1,575.00 ",08/04/2019,west
" $1,728.00 ",09/04/2019,north
" $1,719.00 ",09/04/2019,south
" $1,755.00 ",09/04/2019,east
" $1,617.00 ",09/04/2019,west
" $1,542.00 ",10/04/2019,north
" $1,626.00 ",10/04/2019,south
" $1,509.00 ",10/04/2019,east
" $1,638.00 ",10/04/2019,west
" $1,581.00 ",11/04/2019,north
" $1,680.00 ",11/04/2019,south
" $1,569.00 ",11/04/2019,east
" $1,635.00 ",11/04/2019,west
" $1,539.00 ",12/04/2019,north
" $1,587.00 ",12/04/2019,south
" $1,593.00 ",12/04/2019,east
" $1,581.00 ",12/04/2019,west
" $1,515.00 ",13/04/2019,north
" $1,611.00 ",13/04/2019,south
" $1,644.00 ",13/04/2019,east
" $1,794.00 ",13/04/2019,west
" $1,500.00 ",14/04/2019,north
" $1,737.00 ",14/04/2019,south
" $1,722.00 ",14/04/2019,east
" $1,764.00 ",14/04/2019,west
" $1,530.00 ",15/04/2019,north
" $1,602.00 ",15/04/2019,south
" $1,524.00 ",15/04/2019,east
" $1,770.00 ",15/04/2019,west
" $1,596.00 ",16/04/2019,north
" $1,668.00 ",16/04/2019,south
" $1,584.00 ",16/04/2019,east
" $1,713.00 ",16/04/2019,west
" $1,569.00 ",17/04/2019,north
" $1,686.00 ",17/04/2019,south
" $1,647.00 ",17/04/2019,east
" $1,509.00 ",17/04/2019,west
" $1,590.00 ",18/04/2019,north
" $1,650.00 ",18/04/2019,south
" $1,557.00 ",18/04/2019,east
" $1,575.00 ",18/04/2019,west
" $1,773.00 ",19/04/2019,north
" $1,629.00 ",19/04/2019,south
" $1,524.00 ",19/04/2019,east
" $1,512.00 ",19/04/2019,west
" $1,521.00 ",20/04/2019,north
" $1,653.00 ",20/04/2019,south
" $1,584.00 ",20/04/2019,east
" $1,713.00 ",20/04/2019,west
" $1,683.00 ",21/04/2019,north
" $1,749.00 ",21/04/2019,south
" $1,545.00 ",21/04/2019,east
" $1,629.00 ",21/04/2019,west
" $1,533.00 ",22/04/2019,north
" $1,587.00 ",22/04/2019,south
" $1,671.00 ",22/04/2019,east
" $1,650.00 ",22/04/2019,west
" $1,668.00 ",23/04/2019,north
" $1,674.00 ",23/04/2019,south
" $1,728.00 ",23/04/2019,east
" $1,518.00 ",23/04/2019,west
" $1,554.00 ",24/04/2019,north
" $1,719.00 ",24/04/2019,south
" $1,746.00 ",24/04/2019,east
" $1,665.00 ",24/04/2019,west
" $1,503.00 ",25/04/2019,north
" $1,692.00 ",25/04/2019,south
" $1,725.00 ",25/04/2019,east
" $1,764.00 ",25/04/2019,west
" $1,710.00 ",26/04/2019,north
" $1,635.00 ",26/04/2019,south
" $1,764.00 ",26/04/2019,east
" $1,758.00 ",26/04/2019,west
" $1,740.00 ",27/04/2019,north
" $1,776.00 ",27/04/2019,south
" $1,740.00 ",27/04/2019,east
" $1,620.00 ",27/04/2019,west
" $1,566.00 ",28/04/2019,north
" $1,704.00 ",28/04/2019,south
" $1,578.00 ",28/04/2019,east
" $1,503.00 ",28/04/2019,west
" $1,602.00 ",29/04/2019,north
" $1,791.00 ",29/04/2019,south
" $1,752.00 ",29/04/2019,east
" $1,800.00 ",29/04/2019,west
" $1,719.00 ",30/04/2019,north
" $1,767.00 ",30/04/2019,south
" $1,500.00 ",30/04/2019,east
" $1,623.00 ",30/04/2019,west
" $1,665.00 ",01/05/2019,north
" $1,800.00 ",01/05/2019,south
" $1,731.00 ",01/05/2019,east
" $1,542.00 ",01/05/2019,west
" $1,575.00 ",02/05/2019,north
" $1,548.00 ",02/05/2019,south
" $1,797.00 ",02/05/2019,east
" $1,521.00 ",02/05/2019,west
" $1,560.00 ",03/05/2019,north
" $1,521.00 ",03/05/2019,south
" $1,605.00 ",03/05/2019,east
" $1,740.00 ",03/05/2019,west
" $1,617.00 ",04/05/2019,north
" $1,743.00 ",04/05/2019,south
" $1,629.00 ",04/05/2019,east
" $1,749.00 ",04/05/2019,west
" $1,512.00 ",05/05/2019,north
" $1,746.00 ",05/05/2019,south
" $1,530.00 ",05/05/2019,east
" $1,611.00 ",05/05/2019,west
" $1,569.00 ",06/05/2019,north
" $1,689.00 ",06/05/2019,south
" $1,557.00 ",06/05/2019,east
" $1,560.00 ",06/05/2019,west
" $1,650.00 ",07/05/2019,north
" $1,695.00 ",07/05/2019,south
" $1,620.00 ",07/05/2019,east
" $1,644.00 ",07/05/2019,west
" $1,800.00 ",08/05/2019,north
" $1,515.00 ",08/05/2019,south
" $1,785.00 ",08/05/2019,east
" $1,650.00 ",08/05/2019,west
" $1,797.00 ",09/05/2019,north
" $1,641.00 ",09/05/2019,south
" $1,665.00 ",09/05/2019,east
" $1,767.00 ",09/05/2019,west
" $1,500.00 ",10/05/2019,north
" $1,788.00 ",10/05/2019,south
" $1,725.00 ",10/05/2019,east
" $1,557.00 ",10/05/2019,west
" $1,503.00 ",11/05/2019,north
" $1,518.00 ",11/05/2019,south
" $1,650.00 ",11/05/2019,east
" $1,614.00 ",11/05/2019,west
" $1,743.00 ",12/05/2019,north
" $1,524.00 ",12/05/2019,south
" $1,761.00 ",12/05/2019,east
" $1,743.00 ",12/05/2019,west
" $1,563.00 ",13/05/2019,north
" $1,716.00 ",13/05/2019,south
" $1,560.00 ",13/05/2019,east
" $1,614.00 ",13/05/2019,west
" $1,617.00 ",14/05/2019,north
" $1,761.00 ",14/05/2019,south
" $1,635.00 ",14/05/2019,east
" $1,614.00 ",14/05/2019,west
" $1,509.00 ",15/05/2019,north
" $1,650.00 ",15/05/2019,south
" $1,755.00 ",15/05/2019,east
" $1,569.00 ",15/05/2019,west
" $1,605.00 ",16/05/2019,north
" $1,695.00 ",16/05/2019,south
" $1,662.00 ",16/05/2019,east
" $1,605.00 ",16/05/2019,west
" $1,731.00 ",17/05/2019,north
" $1,590.00 ",17/05/2019,south
" $1,620.00 ",17/05/2019,east
" $1,752.00 ",17/05/2019,west
" $1,533.00 ",18/05/2019,north
" $1,737.00 ",18/05/2019,south
" $1,608.00 ",18/05/2019,east
" $1,662.00 ",18/05/2019,west
" $1,797.00 ",19/05/2019,north
" $1,728.00 ",19/05/2019,south
" $1,686.00 ",19/05/2019,east
" $1,650.00 ",19/05/2019,west
" $1,695.00 ",20/05/2019,north
" $1,752.00 ",20/05/2019,south
" $1,785.00 ",20/05/2019,east
" $1,668.00 ",20/05/2019,west
" $1,515.00 ",21/05/2019,north
" $1,683.00 ",21/05/2019,south
" $1,794.00 ",21/05/2019,east
" $1,533.00 ",21/05/2019,west
" $1,599.00 ",22/05/2019,north
" $1,761.00 ",22/05/2019,south
" $1,761.00 ",22/05/2019,east
" $1,722.00 ",22/05/2019,west
" $1,626.00 ",23/05/2019,north
" $1,668.00 ",23/05/2019,south
" $1,641.00 ",23/05/2019,east
" $1,740.00 ",23/05/2019,west
" $1,650.00 ",24/05/2019,north
" $1,623.00 ",24/05/2019,south
" $1,653.00 ",24/05/2019,east
" $1,773.00 ",24/05/2019,west
" $1,788.00 ",25/05/2019,north
" $1,581.00 ",25/05/2019,south
" $1,677.00 ",25/05/2019,east
" $1,569.00 ",25/05/2019,west
" $1,791.00 ",26/05/2019,north
" $1,617.00 ",26/05/2019,south
" $1,638.00 ",26/05/2019,east
" $1,542.00 ",26/05/2019,west
" $1,590.00 ",27/05/2019,north
" $1,704.00 ",27/05/2019,south
" $1,680.00 ",27/05/2019,east
" $1,527.00 ",27/05/2019,west
" $1,635.00 ",28/05/2019,north
" $1,755.00 ",28/05/2019,south
" $1,560.00 ",28/05/2019,east
" $1,533.00 ",28/05/2019,west
" $1,599.00 ",29/05/2019,north
" $1,677.00 ",29/05/2019,south
" $1,581.00 ",29/05/2019,east
" $1,680.00 ",29/05/2019,west
" $1,692.00 ",30/05/2019,north
" $1,644.00 ",30/05/2019,south
" $1,716.00 ",30/05/2019,east
" $1,761.00 ",30/05/2019,west
" $1,716.00 ",31/05/2019,north
" $1,764.00 ",31/05/2019,south
" $1,677.00 ",31/05/2019,east
" $1,605.00 ",31/05/2019,west
" $1,680.00 ",01/06/2019,north
" $1,695.00 ",01/06/2019,south
" $1,548.00 ",01/06/2019,east
" $1,689.00 ",01/06/2019,west
" $1,755.00 ",02/06/2019,north
" $1,707.00 ",02/06/2019,south
" $1,557.00 ",02/06/2019,east
" $1,644.00 ",02/06/2019,west
" $1,719.00 ",03/06/2019,north
" $1,680.00 ",03/06/2019,south
" $1,581.00 ",03/06/2019,east
" $1,749.00 ",03/06/2019,west
" $1,602.00 ",04/06/2019,north
" $1,704.00 ",04/06/2019,south
" $1,602.00 ",04/06/2019,east
" $1,554.00 ",04/06/2019,west
" $1,632.00 ",05/06/2019,north
" $1,560.00 ",05/06/2019,south
" $1,647.00 ",05/06/2019,east
" $1,560.00 ",05/06/2019,west
" $1,662.00 ",06/06/2019,north
" $1,545.00 ",06/06/2019,south
" $1,614.00 ",06/06/2019,east
" $1,746.00 ",06/06/2019,west
" $1,713.00 ",07/06/2019,north
" $1,668.00 ",07/06/2019,south
" $1,503.00 ",07/06/2019,east
" $1,758.00 ",07/06/2019,west
" $1,656.00 ",08/06/2019,north
" $1,560.00 ",08/06/2019,south
" $1,710.00 ",08/06/2019,east
" $1,677.00 ",08/06/2019,west
" $1,782.00 ",09/06/2019,north
" $1,665.00 ",09/06/2019,south
" $1,782.00 ",09/06/2019,east
" $1,797.00 ",09/06/2019,west
" $1,698.00 ",10/06/2019,north
" $1,689.00 ",10/06/2019,south
" $1,623.00 ",10/06/2019,east
" $1,767.00 ",10/06/2019,west
